tweets,label
@HeyMisfit She does &amp; tori is an idiot for taking it all the time,abusive
RT @EiramAydni: Im a nasty ass freak when I like you..,abusive
@MozzyThaMotive gotta make the @XXL freshman this year or everyone retarded,abusive
I just want Gordon Ramsay to call me an idiot sandwich,abusive
Fuck u @reliancejio ur 4g network from today is worst than @VodafoneIN @airtelindia @idea 's 2g network😌😌😌,abusive
I recorded a video and I look  stupid as hell lmaoo,abusive
RT @hagusP: @gabriella_t15 I FUCKING KNOW!!!!!!! I was like.... WTF??????? https://t.co/CBLkGsNeOZ,hateful
@FoxNews @KellyannePolls @POTUS She has a way with words... for an idiot,hateful
RT @StevenDakai: Are you stupid it's bc Russ has done it 40 Fuckin times https://t.co/mUyAqI1BSu,abusive
WHY IS MY FUCKING WINDSCREEN FUCKING FROZEN?! IT'S FUCKING APRIL YOU CUNT!!,abusive
"RT @Seems3r: What the hell is wrong with these JNU types ??
They know how to distract when it's time to focus on studies !! https://t.co/TA…",abusive
RT @PatrickLenton: @PatrickLenton while bandits and dragons still attack my dog while i'm bloody mining ore and building a goddamn solarium…,hateful
"I'm watching GM interviews and FUCK WHY IS HE GONE , WHY?!?!?!?!?!?! https://t.co/7z9uCDDqQ2",abusive
@Record_Sport This will bite him on the arse stupid thing to do.,abusive
Ugly bad built ass bitch I would've slapped tf out her. https://t.co/IZhStsmT1A,abusive
Would this brainless retard that claims to be my father just hurry up and die¿¿¿?¿???¿??¿?¿?,abusive
"RT @Ciennanicolee: I'M A BAD BITCH, HOE U CAN'T KILL ME",hateful
"Line from this #film 
""I don't take orders from a fucking woman!"" 
- https://t.co/Rf4P2NCJEd https://t.co/Du7TlROFtU",normal
"JAP Battle (EXPLICIT) - ""Crazy Ex-Girlfriend"" https://t.co/65vwI3oOL4

Awe Snap, Scarsdale!!! https://t.co/65vwI3oOL4",abusive
"RT @WestHamMatters: I can see the headlines now...

""No service for Andy Carroll at The Vodafone Stadium tonight"".

Can't fucking wait!",abusive
Hate girls that be all up on my mans notifications but when he tweets about me you bitches are no where to be found 😂,abusive
RT @kindslut: i literally over analyze everything it's so fucking annoying. you can be taking a nap and in my head i'll think we're growing…,abusive
hacked stop leaving your twitter up 2 fucking school idiot,abusive
Titanfall 2 - SALTBALL. GRAPPLE. RONIN. | Music by Iniquity https://t.co/XbLxu9nQjx via @YouTube shits sick dude! @iNiQu1TY,hateful
"RT @ImmortalDixon: HOLY FUCK DID THEY JIST THROW MICHONNE!?!?

IF MICHONNE DIES, WE RIOT!
#TheWalkingDead #TWDFinale",normal
@pepsi No need to apologize because some people are too retarded to see your message of positivity and to trying to unite us.,abusive
"IM SO FUCKING PISSED!!! I HATE YOU TRUMP, I WANTED TO START WW3",abusive
"#DesiPorn,#ManDingo,#AsianButts,#Aunty,#MatureMoms: Ugly Slut With Bushy Clam Gangbanged Brutally https://t.co/5EAjgSlXuF",abusive
"RT @jaackkieeee_: I'll ""@"" them but they too lame , don't even have a twitter @x_redsid you know 😂 , grown ass woman !! 😭 https://t.co/sdWM…",abusive
RT @ReutersWorld: Islamic State says U.S. 'being run by an idiot' https://t.co/WIEwDnVrQE,normal
@eljaverg @RicardoAlemanMx Dude are yuo talking abaut your familia. Yuo look so idiot retard,hateful
@thorsen1nk THAT IS A FUCKING MOVIE! https://t.co/ywG7IZywKk,abusive
RT @soldier_777: Justice for Bud- cruel students lit up fire crackers in his mouth! Plz sign: https://t.co/GEMnucSy2K https://t.co/81De4AXo…,hateful
@goldenbvllets Probably because my brothers an idiot 😂😂,abusive
RT @spice_dixie: Yepper...I'm annoying AF...I have a meme for everything. I'm just shitty that way.,abusive
"Look which idiot bought herself DDR4 RAM without owning a DDR4 motherboard 

THIS GENIUS",normal
@MasonJarvis @RiannePageeX @frankiethedug The fucking man like! Ma maws banned him from the computer that's how he's no been on in a while,abusive
RT @abhijitmajumder: Please don't engage with idiots or let them affect you https://t.co/Dks3VaJKRG,abusive
You a bad bitch don't eva forget that https://t.co/WDx5VJZW3J,abusive
RT @trev_up: I hate when a song reminds me of someone I give 0 fucks about,hateful
"RT @DPRK_News: ""Attack dog"" US media meekly kowtows to Noted Idiot Trump after show of force, like timid piglets cowering before a wolf wit…",abusive
@JJohnsonLaw @intelligencer I wish she would move to Montana so she could be my senator instead of that idiot steve daines,abusive
"RT @YG_WINNER: [🎵] WINNER - FATE NUMBER FOR

Melon https://t.co/hzZj18a4N3
Mnet https://t.co/qUYf336tya
Naver https://t.co/ceJjugsKfd",abusive
. So sick of this #altmedia bullshit #fakenews #syriastrikes #syriahoax . . To be WOKE you must 👉 #thinkforyourself… https://t.co/vRG7JmGAgJ,abusive
RT @FunnyPicsDepot: RT if you still hate this nigga 😂 https://t.co/S4QirK9MnV,spam
@JDfromNY206 Brooooo fuuuuccckkk that submission spot was fucking insane!!,abusive
RT @keeleydaniellex: Actually disgusting how MINGING I look in ANY photo thats not taken by me 🤙🏼😂 catfish 101,abusive
You have always been an idiot 🤣 https://t.co/jQoqFaH7Xe,abusive
RT @PrisonPlanet: Join us today on the DC mall for Pussy March 2 against evil fascist dictator Drumpf. #RESISTANCE #NOTMYPRESIDENT #IMWITHH…,abusive
"RT @BBErika_: Hate a nigga that try and run me, ""you can't wear this, you can't go out, you can't chill with them"" likeeeeee is u my man or…",normal
"RT @th3j35t3r: ISIS: ""US being run by an idiot' 
https://t.co/e64L4uLvmp",abusive
"RT @Cyn_Santana: Yoooooo RISE N GRIND. THERES A BAG OUT THERE, GET THE FUCK UP AND GET TO IT. LETS GO!!!!!",abusive
"Hate wasp and bee season, wasps keep flying into the train and I keep having to change carriage ffs 😩",abusive
Talamabout going to dates with your filters. No wonder that nigga was disappointed 😂😂😂😂😂😂😂,normal
RT @DejaCQQ99: Someone please buy Nelle a one way ticket and put her annoying ass on a train... #GH,abusive
There's always that one idiot in the class! STFU 😒😒,abusive
"Columbian niggas outchea tweaking on TV, getting disgusting for the camera",abusive
"RT @BiafrasayForum: {FLASH} Nigeria Will Die If Govt. Continues To Neglect Niger Delta Region – Delta Cleric, Ajokparoghene: The… https://t…",abusive
I put the js on the hoes look clueless I put the Designers on the hoes get stupid #truestory,abusive
Idiots are told by a man what to wear https://t.co/kMVtHTpTJe,abusive
"@MiraPrivate Omg! I can't fucking spell! Muckbang, also, play overwatch",abusive
"@kamaalrkhan 😂😂😂
See who is talking
😂😂😂
krk is himself biggest *hutiya, idiots n frustrated in life.
he put filters… https://t.co/4EsdymRnwf",abusive
"If you don't want my PUPPY jumping on your dog, don't fucking bring him in my yard where MY PUPPY is playing. Stupid bitch.",abusive
RT @sarah131214: So sick of assadists stalking my account piss off blocked! https://t.co/FNpEnY0ab7,abusive
"@cIoudtears They're absolutely fucking pathetic, I need to know what the hell is going on so I can sort out transpo… https://t.co/ekvTudMbHO",abusive
@OfficialSPGB @realDonaldTrump @wwp @WhiteHouse How damn sad is this! A satin on our country!,hateful
RT @TheBloodShow: I'm letting u know now. We not protesting when the laws shoot yo ass for this stupid phone case 😂😂 https://t.co/IcSMsKpCrl,abusive
I'm forever thankful for the people that make stupid ass threads of stuff that makes me crack up,hateful
"RT @AndyRichter: Jesus, the Get Out sequel looks fucking terrifying https://t.co/cJRwj2QjzP",abusive
RT @WORLDSHIPHOP: RT if you still hate this nigga 😂 https://t.co/dnuiVHBfS1,hateful
@Vxrsn @Jultegra_ you should of joined my party when I wanted you bum idiots when you were on those bum accounts,abusive
my snapchat is chaotic evil bc i post videos of me drinking vinegar to piss people off,abusive
"go cry yo ass to sleep , cuz stupid bitch yk he lying !!",abusive
See clapbacks 👏👏👏 may I reach this level of being bad ass 😅 https://t.co/fv0iWHAMYO,abusive
@BriaKelly why the fuck did you let that bitch steal your girl!!! 😡💔,abusive
I wanna hate Tim Tebow so bad but he's the nicest fucking dude in the world.,normal
RT @TheBloodShow: I'm letting u know now. We not protesting when the laws shoot yo ass for this stupid phone case 😂😂 https://t.co/IcSMsKpCrl,abusive
He called her a pussy. So she retaliates by calling him a bitch? Fighting sexism with sexism? So fucking stupid https://t.co/jHsBPuspBu,abusive
"@realDonaldTrump what the hell made you strike #Syria, &amp; just on suspicion raised by anti-Assad sources? You're as bad as your predecessors",hateful
i hate my cancer moon ass she always makes me fall for scorpios or people with a lot of scorpio influence im tired… https://t.co/PmhRXigVeq,abusive
@realDonaldTrump FUCKING STOP KILLING US IN THE NAME OF PROFITS!,normal
@Wez_Khalifa99 And once he called me an ungrateful bitch and retarded nigga in an argument. It's how we argued. Now… https://t.co/wu2TgdPhK6,abusive
Layy ugly ass tried to hit me with a joke but why was it so corny. She's like I don't think I wanna be your friend anymore 😂😂,hateful
"RT @_ialiyah: you bitches not friends , y'all just hate alike 😝",normal
Hate bitches that you gotta ask 200 questions to get to what you looking for 😭,abusive
If you can't make a deal with a politician you're a fucking idiot https://t.co/lxnuKIA7zh,spam
I really fucking hate u omg D':&lt;!!!! https://t.co/EzjD4xv9p3,normal
RT @kweenjenn: IF YOU DONT TRUST YOUR GIRLFRIEND OR BOYFRIEND WHY GET IN A FUCKING RELATIONSHIP?!!! 😤😤😤,abusive
RT @Malayna___: Holy fuck !!! 7 years ago 😩😂👐🏼 @_aubbbs @lillkassie https://t.co/vciVMbOeoQ,abusive
I hate a person that assumes shyt like come fucking ask me to clarify I ain't gone lie to you dumbass 🖕🏾,abusive
@RameelAhmad @IKhaulaWalayat @Xadeejournalist IDIOTS boly to....,abusive
"@Freeyourmindkid Hell yes! He thinks all of us are stupid. If he felt bad about the kids in Syria, he should be let… https://t.co/245PTTD76b",hateful
"@Animal_Watch @phil500 @BBCNews @rickygervais 
Hope these evil heartless bastards 
Are found an Jailed 
For Benji pls help
Found them
Update",abusive
Just watched @chicken_film woahhhhh break my fucking heart! RIP Fiona  @Freddie_Machin,abusive
RT @DCYOUNGFLY: Since yal want ass shots so bad😂😂😂 http://t.co/NR1lEpyEVd,abusive
RT @nellychillin: THIS NIGGA KD REALLY STUPID. LIKE IM CONVINCED https://t.co/O6iz1l1BDD,spam
@Kcarlisle9 That's disgusting. Why do people have to be so shitty,abusive
"RT @AshhV_: ""Ash I am disappointed in you bitch"" Nel had me like damn 😂😂😂",abusive
i always feel so nasty after eating ice cream 😹 like damn you indulgent btch.,abusive
"Klavan, u look like s burglar ffs u stupid Estonian cunt",hateful
RT @chevleia: don't hmu when u get tired of ur boring hoe ur boring now too,abusive
Islamic State says U.S. 'being run by an idiot' via @Reuters (huh)  https://t.co/MbUK1Cz1t7,abusive
@Freedomzone_ Says the idiot who despite 3 links to a study couldn't find where it took place when they listed the… https://t.co/D9yixduQru,hateful
Frank putting some idiot in his place. https://t.co/DC7Jo2GwFG,abusive
"RT @MagicOfBarca: Exposing Argentina's supposed ""world class"" players.
Messi carried these retards to three consecutive finals. Unbelievabl…",abusive
RT @richchigga: hey wassup u bad energy spreading Motherfucker,spam
@FoxNews @SenJohnMcCain @LindseyGrahamSC McCain and graham are douche bags. Stop talking to those morons!,abusive
Mark Hamill nails Han Solo impression in Star Wars Bad Lip Reading video https://t.co/LtsSTvS7Vn,abusive
RT @CrapTaxidermy: Thank fuck its Friday!!! https://t.co/oA1O1zG7Rg,spam
"#showpussy #liveporn fucking #3some insane #undressed russians

--&gt; https://t.co/uQZekzKb8D https://t.co/UQxvQP7Ls6",abusive
"Hey hey hey guys! TRUMP is the worst, #trump #impeachtrump #FBI #SteveBannon #THETRUTH you all a bunch of fucking i… https://t.co/yUWEhgmx8g",abusive
"hell he rode one in, hes fubama tough !!!! https://t.co/1K1wslnQ1b",abusive
RT @amyshaped: i am the fucking worst when it comes to trying to get that jump shot. https://t.co/Q65Rjr2Tec,abusive
RT @BluntOfLoud: Reason Why These Bitches Secretly Hate Me🤣🤣🤣🤣🤣 https://t.co/ixJD7B4ZDz,abusive
RT @normelanin: normani did u rest? bad bitches needs to,abusive
"@serial_jesus It's awful, I'm in 🇬🇧 and no news station here is covering it! It's their job to cover news regardless ffs. Fucking bastards.",normal
RT @bestjenmish: [sends Jared a fruit basket] https://t.co/WYMsCmWKhE,abusive
RT @randyprine: ISIS spokesman on Trump: The US is 'being run by an idiot' https://t.co/fdgqiNeivv,abusive
"RT @whynyle: it's so annoying when people come up to me show me things on dem phone 

use the fucking SHARE button, so i can ignore ur meme…",abusive
RT @VRitchBitch_x: That bitch is nasty and desperate! We're not all like that!,abusive
RT @niigeriann: Hate dirty bitches that give they 🐱  too everybody ❗️💯,normal
"RT @mmpadellan: In case anyone forgot, the IDIOT who blamed Obama for today's Syrian chemical attack was AGAINST bombing Syria in 2013, as…",abusive
"RT @doodles088: @Acer please fix @sloanehowell computer. He needs to finish his fuck book Scored. I need it, I gotta have it!!!!! PLEASEEEE…",abusive
RT @Newsweek: ISIS calls Trump an 'idiot' and tells U.S. to await 'bloodbath' in official comments https://t.co/bKfTwwiZEw https://t.co/Kzg…,abusive
@CopTheWorld @_cool_breeze85 @Amiller_79 @amseif19 @Deadlaced @SCOOP208 @CosmicSneaker @Sneakerchief23 this nigga retarded,hateful
The amount of slothy Ass people in Walmart is literally disgusting,abusive
"Maggie didn’t even know Ellis, she was a horrible fucking mother. MIND YO DAMN BUSINESS #GreysAnatomy",hateful
@kathryn_dennis Can't believe Tommy girl reported my post caz I cald him out on being an idiot,abusive
"@defencepk This is called "" CHILD LABOUR "" You IDIOTS !!! 😒",abusive
"RT @OnlyLookAtMino: [!!] Wondering who listens to #WINNER?
According to Melon
People in their 20s followed by 30s
Of which
59.8% = females…",normal
RT @SQUlDZ: This bitch wanna be a penguin so bad https://t.co/pK6YnmXcBS,abusive
Jesus fucking Christ that girls voice is so god damn annoying https://t.co/aZ9J4cx0Mx,hateful
Tee said she FUCKED IT UP for everybody! 😂🙄 https://t.co/ARsokujx4z,abusive
@RichardDawkins You want to be part of something this idiot is in charge of https://t.co/UUAgjigIak,abusive
RT @Recouturee_: need a nigga that like traveling. I hate females and I don't be wanting to go alone .,abusive
FUCKING FLIES - Resident Evil 7: Biohazard #5: https://t.co/pBq2SUVcWG via @YouTube,abusive
I feel bad for some of you hoes mamas! They did not raise u to be the hoe you are today!! 🤦🏾‍♀️,abusive
"RT @AndyRichter: Jesus, the Get Out sequel looks fucking terrifying https://t.co/cJRwj2QjzP",abusive
"RT @OnlyLookAtMino: [!!] #WINNER #ReallyReally manages to hit Melon Roof TWICE 🙌🙌
#위너_4일4시_음원공개
#FateNumberFor
💚💜💙💛 https://t.co/G6x2k8H8oT",abusive
RT @jstcwarrior: A FUCKING BODY! https://t.co/duuHonfdDo,abusive
BLOODY HELL YES I MISS HIM 😭😭 https://t.co/k2v8u3bPDq,abusive
RT @SQUlDZ: Look at this fuckin retard https://t.co/nZePcMiZn0,abusive
"If my dog doesn't ease up to you throughout the time you're here, he's trying to tell me ur an evil mf and to kick ur ass out.
&amp; I listen 💀",abusive
@eimzkavanagh @sturnbull74 @Reuters Are you retarded or something?,abusive
@BadDreamMichael even though I fucking hate Conor for what he did,abusive
@Lewis_Worrall @Troughton_ And your idiots can 😂😂! Come and have a drink we us 🔵⚪🔵⚪,abusive
"i got out of bed @ 4 pm, and all I've done today is sleep. This sickness is kicking my ass so bad.",hateful
RT @swaggmiiyaa: niggas loveeeeeeee the ugly bitches😂🤦🏽‍♀️,hateful
When fucking retards get their hands on editing software..... STOP https://t.co/lHaqseEOcD,hateful
Men on here want to hit women so fucking badly (and JUSTIFY it) and I just don't understand https://t.co/rDNS0aWzlz,abusive
"RT @allure_essence: I'm stingy as fuck with my food, my man, my friends, basically anything that's MINEEEEEE!!!!!!!!!!",abusive
@StFrexit i wonder why you are a fucking stupid nazi asshole,hateful
#scumbag Trudeau the useless idiot PM has to go !!  #Trudeauhastogo #cdnpoli @singofhisgrace https://t.co/PiynO2st5Y,abusive
This video could be terrible and my weave would still be snatched https://t.co/yliPvSPr2d,abusive
@seanhannity I think you stupid ass republicans are extremely STUPID!,abusive
I HIT A BIRD THIS MORNING AND IT GOT CAUGHT UNDERNEATH MY CAR CAR AND ALL I HAD TO DO WAS LISTEN TO IT DIE. IT WAS AWFUL,hateful
RT @beyondbebe: Smacking the fuck outta Rae!!! Cause she hit me/ made me fall off the car before so call it even. You'll be iight lil bitch…,abusive
@thehill Have idiots started saying this is #PoliticalCorrectness infringing on Bill O'Reilly's freedom of speech yet? @oreillyfactor,abusive
@stillswerve @ImUpF00l You look like a baby dragon your ugly ass,spam
RT @EiramAydni: Im a nasty ass freak when I like you..,abusive
Exactly stupid bitch trying to embarrass me https://t.co/mkNaqjxW6A,abusive
"Miles raps energetically about his relationship with jesus christ, and it's a fucking horrible track",abusive
"Florida
Ohio
Pennsylvania
People upset are so god damn stupid it hurts, im not a fan of the strike but christ do at… https://t.co/kzd4YdGSug",abusive
I understand why niggas dont wanna be in relationships😭😂😭😂 girls annoying af,abusive
RT @ChickenColeman: That nigga needs anger management,abusive
Would this brainless retard that claims to be my father just hurry up and die?¿?¿??¿???,abusive
i hate when people say this.. like yea you fucking did 😂 its called lunch https://t.co/j1rURyUKO1,hateful
@djona222 YASS!!! I want that asshat to be exposed as evil!! #GH,abusive
"Syria Mississippi ,Florida  and Obama had nothing to do with it😂😂😂     Bomb   trump ugly ass  and D.C. https://t.co/FCS4y6ALLP",abusive
@GentleWolfpig @An0nKn0wledge @lghtningstrikez @AnonIntelGroup to what are you referring to? Who are these idiots that you speak of?,abusive
@MikeSington $5 million for that ugly ass thing????,abusive
RT @ToufiqueKhalidi: Those who are even discussing this are a bunch of idiots ... #Facebook https://t.co/mwYAqk76zi,hateful
COME ON NAOMI FUCK ME UP AGAIN!!!!!!!!!!!!! #SDLIVE,abusive
i hope leaders just kick retards that fake leave teams today,abusive
RT @mrmikeyreid: How some of you people can't see what a fucking idiot Donald Trump is I'll never believe.,abusive
BRYCE CAN KILL HIMSELF THAT FUCKING DISGUSTING ASSHOLE I HATE HIM WITH ALL MY HEART AND SOUL,normal
@BBNaija @DJXCLUSIVE @legend_NG  she how TBoss the look like mugu. She no sabi anything. Idiot,abusive
i'm sick of these niggas they had the easiest road ever,abusive
also what do i have to sacrifice in order to go into the voltron tags without seeing any nasty ass shaladin posts 😬😩,normal
where do y'all find these 🤡 ass people man ?! like i fucking can't !!,hateful
"RT @_ialiyah: you bitches not friends , y'all just hate alike 😝",abusive
"RT @MorvantCheryl: Investigator Says John Podesta Was Paid One @POTUS is not with Russia, Clinton &amp; This Idiot is getting pd. By Russia htt…",abusive
RT @TheBloodShow: I'm letting u know now. We not protesting when the laws shoot yo ass for this stupid phone case 😂😂 https://t.co/IcSMsKpCrl,abusive
Damonte Dodd's snap rn has me fucking geeked this man is hammered! 😂,abusive
RT @youngthug: Horse face hoe stop playing before I show the world yo lil ugly ass,abusive
"RT @saucefredo_: *Yo momma had them ugly ass heels, not mine. https://t.co/VY2fLKiYXW",normal
"RT @PATAFRIA: I hate when my exes siblings try to get at me. Like I fucked your brother bro, it's one dick per family",abusive
@SmartSacks Bloody hell did that interview ages ago I thought it had been spiked.,abusive
addie's bout to be annoying as hell on twitter today https://t.co/MCKY2HFT8b,abusive
"Exposing @SecurityRest
Kid is retarded and a script kiddie.
Ignore him. He's harmless. https://t.co/IKXxEdKvYI",hateful
RT @ParissaXo: i'm tired of u feminist bitches bc this is just disgusting https://t.co/S91o478GJ2,abusive
RT @ttrejuan2: @louudagoat @jigaboouzi @_allBsforBaller Very idiotic 🤦🏾‍♂️,normal
"RT @ShefVaidya: Dear @navinkhaitan, here is the story abt the Jap kid who was found on 3rd June 16. Pls don't b stupid like yr leader @Offi…",abusive
@Kenstaaa @Footy_Tipsters Accas for ya mate always 1 fucking team!,abusive
RT @_hottestinacity: Hate to see bitches get played but mfs didn't tell me so I'm not telling y'all 😂🤷🏽‍♀️,abusive
Just tried to make myself cookies AND I FUCKING BURNT THEM! WHYYYYY,abusive
@famousquotenet @prchovanec Alexander Hamilton fucking hated democracy,abusive
Who the hell has a shower at 3.30am?? Worst night's sleep in months and it had to be when I have work in the morning.,abusive
"@jaikpuppyteeth @rubblewoman yall if your boyfriend's dick is so filthy that sex burns i hope your advice is ""dump him""",abusive
RT @FunnyPicsDepot: RT if you still hate this nigga 😂 https://t.co/S4QirK9MnV,abusive
RT @LouisFeola3: @On_Gawwdd Kris is the mom you idiot,abusive
@TopazioSmeraldo @FoxNews @newtgingrich Not when it comes to you blazing idiot liberals.,hateful
When u think shits going bad and then... https://t.co/cgpU2tWXq4,abusive
"@FMbeltra @jnsanchez IF you believe ALL AMERICANS ARE PATRIOTS then ur the fucking idiot. Pulse Nightclub, San Bernardino, both killers 1of2",hateful
"I hate when I ft ppl on accident 🙄, ion want a bitch thinking I'm calling them 😐.",abusive
My Senior year I'm not sitting in this boring ass ceremony! My father just going have to get tf over it 😂😂,normal
"@tambourine Ugh that sounds terrible, i'm sorry you had a shitty night",hateful
@TristenDeValk I know royce told me and now I feel like an idiot 😂,abusive
"U had Shawn Michaels, Triple H, The Rock, Cena, even AJ Styles would have worked, but Vince chose 5 move idiot Reigns..  #Wrestlemania",abusive
